Feature;question;
F1;Es wird viel diskutiert, wie es Menschen in der heutigen Zeit geht. Manche sehen vor allem positive Entwicklungen. Andere sind eher pessimistisch. Im Folgenden sehen Sie eine Reihe von Aussagen zu Ihrer ganz persönlichen Lage. Bitte geben Sie zu jeder Aussage an, wie sehr Sie dieser zustimmen oder nicht zustimmen.;
F1A1_1;Gegenwärtig bin ich, alles in allem, zufrieden in meinem Leben.;
F1A2_1;In letzter Zeit hat sich meine Situation deutlich verschlechtert.;
F1A3_1;Ich empfinde so etwas wie Weltuntergangsstimmung.;
F1A4_1;Ich fühle mich nicht in der Lage, Sorgen zu stoppen oder zu kontrollieren.;
F1A5_1;Ich bin in der Lage, über mein Schicksal selbst zu bestimmen.;
F1A6_1;Ich empfinde Nervosität, Ängstlichkeit oder Anspannung.;
F1A7_1;Ich empfinde Niedergeschlagenheit, Schwermut oder Hoffnungslosigkeit.;
F1A8_1;Ich habe wenig Interesse und Freude im Alltag.;
F1A9_1;Ich empfinde große Wut, wenn ich über die momentane Situation nachdenke.;
F1A10_1;Von der Politik fühle ich mich fair behandelt.;
F1A11_1;Ich leide mehr als andere in der aktuellen Situation.;
F1A12_1;Mir tun andere leid, die unter der aktuellen Situation zu kämpfen haben.;
F1A13_1;Die Energiekrise verschlechtert meine Situation.;
F1A14_1;Mit der Energiekrise kann ich einfacher umgehen als mit den Krisen der vorherigen Jahre.;
F1A15_1;Ich empfinde große Wut, wenn ich darüber nachdenke, wie wir in die aktuelle Situation geraten sind.;
F1A16_1;Ich fühle mich von unserer politischen Führung ungenügend informiert.;
F1A17_1;Ich glaube, dass unsere politische Führung gut mit den aktuellen Krisen umgeht.;
F1A18_1;"Bitte klicken Sie hier auf ""Stimme nicht zu"".";
F1A19_1;In Deutschland kommen wir besser durch die aktuellen Herausforderungen als andere Nationen.;
F2;In welchem Maße bereiten Ihnen die folgenden Dinge Sorgen?;
F2A1;Dass Sie Ihre Rechnungen nicht mehr bezahlen können.;
F2A2;Dass Sie Sich beim Einkaufen einschränken müssen.;
F2A3;Dass Sie Ihren Arbeitsplatz verlieren (freilassen wenn Sie keiner Arbeit nachgehen);
F2A4;Die Situation von jungen Menschen in Deutschland;
F2A5;Die Situation von alten Menschen in Deutschland;
F2A6;Dass Deutschland tiefer in den Krieg in der Ukraine involviert wird;
F2A7;Die Situation von ukrainischen Flüchtlingen in Deutschland.;
F2A8;Die Situation von nicht ukrainischen Flüchtlingen in Deutschland.;
F2A9;Die Lage im deutschen Gesundheitssystem;
F2A10;Der Wohlstand unserer Gesellschaft;
F2A11;Die Umweltsituation in meiner näheren Umgebung;
F2A12;Der weltweite Klimawandel;
F2A14;Dass Russland Atomwaffen einsetzt;
F3;Im Folgenden sehen Sie wieder eine Reihe von Aussagen. Bitte geben Sie zu jeder Aussage an, wie sehr Sie dieser zustimmen oder nicht zustimmen.;
F3A1_1;Die aktuelle Situation verstärkt den gesellschaftlichen Zusammenhalt in Deutschland.;
F3A2_1;Deutschland zerfällt zunehmend in extreme polititsche Gruppen.;
F3A3_1;In Deutschland kann man, ohne Anfeindungen zu fürchten, seine Meinung  öffentlich äußern.;
F3A4_1;In Deutschland sind politische Debatten zunehmend aufgeheizt;
F3A5_1;In Deutschland können wir weiterhin Flüchtlinge aus der Ukraine aufnehmen.;
F3A6_1;Für Flüchtlinge aus anderen Ländern als der Ukraine haben wir keinen Platz mehr in Deutschland.;
F3A7_1;Ausländer verschärfen Kriminalitätsprobleme.;
F3A8_1;Ausländer nehmen Deutschen die Arbeitsplätze weg.;
F3A9_1;Das Sozialsystem in Deutschland kann mit den Ausländern klarkommen.;
F3A10_1;Deutschland muss in Sachen Klimaschutz viel mehr machen.;
F3A11_1;Dem Umweltschutz sollte Vorrang eingeräumt werden, auch wenn dadurch das Wirtschaftswachstum sinkt und Arbeitsplätze verloren gehen.;
F3A12_1;Ich bin bereit, meinen Energieverbrauch für den Klimaschutz einzuschränken;
F3A13_1;Ich unterstütze die Sanktionen gegen Russland trotz der Nachteile für Deutschland;
F3A14_1;Deutschland sollte die Ukraine militärisch unterstützen, so lange wie der Krieg andauert.;
F3A15_1;Die aktuellen Corona-Maßnahmen in Deutschland gehen mir zu weit.;
F3A16_1;In der gegenwärtigen Situation ist eine Maskenpflicht in Innenräumen notwendig.;
F3A17_1;Coronainfizierte Personen sollten sich weiterhin für 5 Tage isolieren müssen.;
F3A18_1;Ich bringe meine politische Meinung bei Demonstrationen zum Ausdruck.;
F3A19_1;Die Politik soll den Ausbau erneuerbarer Energien mit höchster Priorität verfolgen.;
F3A20_1;Aus finanziellen Gründen schränke ich meinen Energieverbrauch ein.;
F3A21_1;Aktuell ergibt es Sinn in Aktien zu investieren.;
F3A22_1;Die Ukraine sollte den Verlust von Land hinnehmen, um den Krieg zu beenden.;
F3_USA;USA Rolle Ukraine;
F3_CHINA;China Rolle Ukraine;
F3_Deutschland;Deutschland Rolle Ukraine;
F3_Russland;Russland Rolle Ukraine;
F3_Ukraine;Ukraine Rolle Ukraine;
F3_EU;EU Rolle Ukraine;
F3_NATO;NATO Rolle Ukraine;
F4a;"Sie nehmen gerade an einer repräsentativen Studie der deutschen Bevölkerung teil.

Sie bekommen von uns 10 Euro. Bitte teilen Sie diese auf zwei Spendenempfänger vollständig auf. Wenn die Befragung abgeschlossen ist, werden wir einen Teil aller Spendenentscheidungen zufällig auswählen und tatsächlich bezahlen.

Bitte teilen Sie Ihre Spende zwischen Fridays for Future (FFF) und Vernunftkraft auf.";
F4aA1;FFF:  €;
F4aA2;Vernunftkraft:  €;
F4b;"Sie nehmen gerade an einer repräsentativen Studie der deutschen Bevölkerung teil. Dies erlaubt es uns festzustellen, wie unterschiedliche Gruppen die 10 Euro im Durchschnitt spenden.

Bitte schätzen Sie für die folgenden Gruppen, wie deren Mitglieder in dieser Woche im Durchschnitt ihre Spenden auf die beiden Spendenempfänger aufteilen.

Wenn Ihre Schätzung nicht mehr als einen Euro von der tatsächlichen durchschnittlichen Spende abweicht, spenden wir 0,50 Euro, so wie Sie vorher Ihre Spende aufgeteilt haben. (Bsp.: Sie haben 7 Euro an FFF gespendet und haben richtig geschätzt, dann überweisen wir weitere 0,35 Euro an FFF und 0,15 Euro an Vernunftkraft..)";
F4bA1;alle Teilnehmenden der Studie_FFF;
F4bA2;alle Teilnehmenden der Studie_Verknunftkraft;
F4bA3;die Teilnehmenden, die etwa gleich alt sind wie Sie (weniger als 10 Jahre jünger oder älter als Sie)_FFF;
F4bA4;die Teilnehmenden, die etwa gleich alt sind wie Sie (weniger als 10 Jahre jünger oder älter als Sie)_Verknunftkraft;
F4bA5;die Teilnehmenden, die den gleichen Bildungsabschluss haben wie Sie_FFF;
F4bA6;die Teilnehmenden, die den gleichen Bildungsabschluss haben wie Sie_Verknunftkraft;
F4bA7;die Teilnehmenden, die aus dem gleichen Bundesland kommen wie Sie_FFF;
F4bA8;die Teilnehmenden, die aus dem gleichen Bundesland kommen wie Sie_Verknunftkraft;
F4bA9;die Teilnehmenden, mit einem niedrigen Haushalteneinkommen (unter 1800 Euro)_FFF;
F4bA10;die Teilnehmenden, mit einem niedrigen Haushalteneinkommen (unter 1800 Euro)_Verknunftkraft;
F4bA11;die Teilnehmenden, mit einem mittleren Haushalteneinkommen (zwischen 1800 und 4250 Euro)_FFF;
F4bA12;die Teilnehmenden, mit einem mittleren Haushalteneinkommen (zwischen 1800 und 4250 Euro)_Verknunftkraft;
F4bA13;die Teilnehmenden, mit einem hohen Haushalteneinkommen (über 4250 Euro)_FFF;
F4bA14;die Teilnehmenden, mit einem hohen Haushalteneinkommen (über 4250 Euro)_Verknunftkraft;
F4i;Bitte schätzen Sie nun, wie viele Teilnehmende der Studie diese Woche die gesamten 10 Euro an Fridays For Future bzw. an Vernunfkraft spenden? Wenn Ihre Schätzung nicht mehr als 5 Prozentpunkte vom tatsächlichen Wert abweicht, dann verteilen wir einen weiteren Euro entsprechend Ihrer Spende.;
F4i_a;Bitte schätzen Sie, welcher Anteil (in Prozent %) aller Teilnehmenden das gesamte Geld (10 Euro) an Vernunftkraft und nichts (0 Euro) an Fridays For Future in dieser Woche spendet;
F4iA1;Wie viel Prozent aller Teilnehmenden spenden die gesamten 10 Euro an FFF? %;
F4i_aA1;Bitte schätzen Sie, welcher Anteil (in Prozent %) aller Teilnehmenden das gesamte Geld (10 Euro) an Vernunftkraft und nichts (0 Euro) an Fridays For Future in dieser Woche spendet;
F4i_b;Bitte schätzen Sie, welcher Anteil (in Prozent %) aller Teilnehmenden das gesamte Geld (10 Euro) an Fridays For Future und nichts (0 Euro) an Vernunftkraft in dieser Woche spendet?;
F4iA2;Wie viel Prozent aller Teilnehmenden spenden die gesamten 10 Euro an Vernunftkraft? %;
F4i_bA1;Bitte schätzen Sie, welcher Anteil (in Prozent %) aller Teilnehmenden das gesamte Geld (10 Euro) an Fridays For Future und nichts (0 Euro) an Vernunftkraft in dieser Woche spendet?;
F4i_neu;Sie nehmen gerade an einer repräsentativen Studie der deutschen Bevölkerung teil. Dies erlaubt es uns festzustellen, wie Teilnehmende die 10 Euro auf die beiden Organisationen aufteilen.;
F4i_neuA1;Bitte schätzen Sie, welcher Anteil (in Prozent %) aller Teilnehmenden das gesamte Geld (10 Euro) an Vernunftkraft und nichts (0 Euro) an Fridays For Future in dieser Woche spendet:  %;
F4i_neuA2;Bitte schätzen Sie, welcher Anteil (in Prozent %) aller Teilnehmenden das gesamte Geld (10 Euro) an Fridays For Future und nichts (0 Euro) an Vernunftkraft in dieser Woche spendet.  %;
F4i_neuA3;Bitte schätzen Sie, welcher Anteil (in Prozent %) aller Teilnehmenden das Geld (10 Euro) zwischen den zwei Spendenempfängern aufteilt, egal ob gleich- oder ungleichmäßig.  %;
F5;Schauen Sie bitte auf die folgende Liste. Wie viel Vertrauen haben Sie in die jeweils genannten Institutionen?;
F5A1_1;Die Kirchen;
F5A2_1;Die Bundeswehr;
F5A3_1;Die Polizei;
F5A4_1;Das Parlament (Bundestag);
F5A5_1;Die Regierung;
F5A6_1;Das Rechtssystem;
F5A7_1;Die öffentliche Verwaltung;
F5A8_1;Das Gesundheitssystem;
F5A9_1;Die politischen Parteien;
F5A10_2;Die Aktienmärkte;
F5A10_1;Die Presse und das Zeitungswesen;
F5A11_1;Das öffentlich-rechtliche Fernsehen;
F5A12_1;Private Fernsehsender;
F5A13_1;Klassische Nachrichtenseiten im Internet (z.B. faz.net oder spiegel.de);
F5A14_1;Die sozialen Medien (z.B. Twitter, Facebook, Telegram);
F5a;Wie häufig beziehen Sie Nachrichten aus Quellen?;
F5aA1_1;...von öffentlichen Medienanstalten  (ARD, ZDF, Arte,... );
F5aA2_1;...von privaten etablierten Medienanstalten  (RTL, SAT1, proSieben, Spiegel, Bild...);
F5aA3_1;...von alternativen Anbietern (newsblogger, social media influencer,...);
F5b;Über welche Kanäle greifen Sie dabei zu:;
F5bA1_1;Webseiten und Newsapps;
F5bA2_1;Soziale Medien (Facebook, Instagram, Youtube, Twitter, TikTok,...);
F5bA3_1;Messenger Dienste (Whatsapp, Telegram, Facebook Messenger, Threema);
F5bA4_1;Fernsehen;
F5bA5_1;Radio & PodCasts;
F5bA6_1;Printmedien;
F6a;Die folgenden Fragen beschäftigen sich mit den politischen Parteien in Deutschland. Für jede Partei möchten wir Sie bitten anzugeben, wie gut oder schlecht Sie diese Partei finden.;
F6a_cduA1;CDU/CSU wie gut oder schlecht;
F6a_cduA2;CDU/CSU wie gut oder schlecht;
F6a_spdA1;SPD wie gut oder schlecht;
F6a_spdA2;SPD wie gut oder schlecht;
F6a_fdpA1;FDP wie gut oder schlecht;
F6a_fdpA2;FDP wie gut oder schlecht;
F6a_gruenenA1;BÜNDNIS 90 / Die Grünen wie gut oder schlecht;
F6a_gruenenA2;BÜNDNIS 90 / Die Grünen wie gut oder schlecht;
F6a_linkeA1;Die Linke wie gut oder schlecht;
F6a_linkeA2;Die Linke wie gut oder schlecht;
F6a_afdA1;AFD wie gut oder schlecht;
F6a_afdA2;AFD wie gut oder schlecht;
F6b;In der Politik ist oft die Rede von Rechts und Links. Wo würden Sie die folgenden Parteien auf dieser Skala einordnen?;
F6b_cdu;CDU rechts links;
F6b_cduA1;CDU rechts links;
F6b_cduA2;CDU rechts links;
F6b_spd;SPD rechts links;
F6b_spdA1;SPD rechts links;
F6b_spdA2;SPD rechts links;
F6b_fdp;FDP rechts links;
F6b_fdpA1;FDP rechts links;
F6b_fdpA2;FDP rechts links;
F6b_gruenen;Gruene rechts links;
F6b_gruenenA1;Gruene rechts links;
F6b_gruenenA2;Gruene rechts links;
F6b_linke;Linke rechts links;
F6b_linkeA1;Linke rechts links;
F6b_linkeA2;Linke rechts links;
F6b_afd;AFD rechts links;
F6b_afdA1;AFD rechts links;
F6b_afdA2;AFD rechts links;
F6mA1_1;Wo würden Sie Ihre eigene politische Position einordnen?;
F7a;Welches Geschlecht haben Sie?;
F7bA1;Bitte geben Sie Ihre Postleitzahl an;
F7cA1;Wie alt sind Sie?;
F7d;Wurden Sie in Deutschland geboren?;
F7e;Wurde Ihre Mutter in Deutschland geboren?;
F7f;Wurde Ihr Vater in Deutschland geboren?;
einkommen;Hier ist eine Liste mit Klassen des monatlichen Haushaltseinkommens. Bitte geben Sie an, in welcher Klasse sich Ihr Haushalt befindet, wenn Sie das monatliche Nettoeinkommen aller Haushaltsmitglieder zusammenzählen: Löhne, Renten und andere Einkommen nach allen Abzügen für Steuern und Sozialversicherungen.;
F7g;Was ist der höchste allgemeinbildende Schulabschluss, den Sie erreicht haben?;
F7h;Was ist der höchste Studienabschluss, den Sie erreicht haben?;
F7i;Was ist der höchste berufliche Ausbildungsabschluss, den Sie erreicht haben?;
F7j;Sind Sie zurzeit berufstätig oder nicht? Bitte wählen Sie von dieser Liste das aus, was auf Sie zutrifft.;
F7k;Welchen Familienstand haben Sie?;
F7lA1;Wie viele Personen leben in Ihrem Haushalt, Sie selbst eingeschlossen?;
F7mA1;Wie viele Kinder leben in Ihrem Haushalt?;
F7n;Welcher Religionsgemeinschaft gehören Sie an?;
F7o;Welcher dieser Berufsgruppen ordnen Sie sich primär zu?;